Business Name,GBP Primary Category,GBP Subcategories,Phone Number,Website URL,Google Maps URL,Star Rating,Review Count,Price Range,Opening Hours,GBP Description,GBP Attributes,GBP Verified,Latest Review Date,Social Media Links,Google Photos Count,Full Address,Location,Borough,Postcode,Postcode District,Latitude,Longitude,Directory Slug,Cuisine Tags,Seafood Specialities,Booking Link,Menu Link,Delivery Platforms,Has Website,Has Booking,Has Delivery,Listing Status,Lead Priority
Ark Fish Restaurant,Seafood restaurant,Fish and seafood restaurant,+44 20 8989 5345,https://www.arkfishrestaurant.co.uk/,https://maps.google.com/maps?q=Ark+Fish+Restaurant+South+Woodford+London,4.3,863,£££,Mon: Closed | Opens 5 PM Tue (see website for full hours),"Seafood restaurant in South Woodford, East London.","Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"142 Hermon Hill, London E18 1QH",South Woodford,Redbridge,E18 1QH,E18,51.5879247,0.0279667,/seafood-restaurants/redbridge/south-woodford/ark-fish-restaurant/,"Seafood, Fish, Grilled Fish","Fresh seafood, Fish dishes",N/A,https://www.arkfishrestaurant.co.uk/menus-1,N/A,Yes,No,No,Active,LOW
Ocean Fish Bar,Fish & chips shop,Seafood restaurant,+44 20 8478 5298,N/A,https://maps.google.com/maps?q=Ocean+Fish+Bar+Ilford+London,4.5,201,£,Mon–Sat: 12–10 PM | Sun: Closed,"Popular fish bar in Ilford, East London.","Dine-in, Takeaway",Yes,N/A,N/A,N/A,"157 Ley St, Ilford IG1 4BL",Ilford,Redbridge,IG1 4BL,IG1,51.5618704,0.0769084,/seafood-restaurants/redbridge/ilford/ocean-fish-bar/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,No,No,No,Active,MEDIUM
Sea Garden and Grill Tooting,Seafood restaurant,Grill restaurant,+44 20 8682 2995,http://seagardenandgrill.co.uk/,https://maps.google.com/maps?q=Sea+Garden+Grill+Tooting+London,4.7,366,£££,Mon: Closed | Tue–Thu: 6–10 PM | Fri–Sat: 12–10 PM | Sun: 12–7 PM,Seafood grill restaurant inside Broadway Market Tooting.,"Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"Unit 99, 29 Tooting High St, London SW17 0RJ",Tooting,Wandsworth,SW17 0RJ,SW17,51.4287041,-0.1663989,/seafood-restaurants/wandsworth/tooting/sea-garden-and-grill-tooting/,"Seafood, Grilled Fish, Fish Dishes","Grilled seafood, Fresh fish",https://svtables.com/widget/?rest_id=810,https://qrmenu.com/menus/sea-garden-and-grill-tooting/,N/A,Yes,Yes,No,Active,LOW
Fish Wala Tooting,Fish restaurant,Seafood restaurant,+44 20 8091 5266,N/A,https://maps.google.com/maps?q=Fish+Wala+Tooting+High+Street+London,4.8,43,£,N/A — see Google Maps for hours,Fresh fish restaurant on Tooting High Street. Very affordable and highly rated.,"Dine-in, Takeaway, Delivery",No,N/A,N/A,N/A,"177 Tooting High St, London SW17 0SZ",Tooting,Wandsworth,SW17 0SZ,SW17,51.4248993,-0.1707024,/seafood-restaurants/wandsworth/tooting/fish-wala-tooting/,"Fish, Seafood",Fresh fish,N/A,N/A,N/A,No,No,No,Active,HIGH
Seagarden and Grill Norbury,Seafood restaurant,Grill restaurant,+44 20 3793 4184,https://www.seagardenandgrill.co.uk/,https://maps.google.com/maps?q=Seagarden+Grill+Norbury+London,4.7,303,£££,Mon–Thu: 6–10 PM | Fri–Sat: 12–10 PM | Sun: 12–7 PM,"Seafood grill restaurant in Norbury, South London.","Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"1447A London Rd, Norbury, London SW16 4AQ",Streatham / Norbury,Lambeth,SW16 4AQ,SW16,51.4096826,-0.1225455,/seafood-restaurants/lambeth/streatham-norbury/seagarden-and-grill-norbury/,"Seafood, Grilled Fish, Fish Dishes","Grilled seafood, Fresh fish",https://thefork.co.uk/restaurant/sea-garden-grill-norbury-r837554,N/A,N/A,Yes,Yes,No,Active,LOW
Shrimp Shack Streatham,Seafood restaurant,Seafood boil restaurant,+44 20 3780 7480,https://shrimpshackco.com/,https://maps.google.com/maps?q=Shrimp+Shack+Streatham+London,4.7,3660,£££,Mon–Thu: 12–10 PM | Fri–Sat: 12–11 PM | Sun: 12–10 PM,"Seafood boil restaurant in Streatham, South London. High street favourite.","Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"25, The High Parade, Streatham High Rd, London SW16 1EX",Streatham / Norbury,Lambeth,SW16 1EX,SW16,51.4340607,-0.1280276,/seafood-restaurants/lambeth/streatham-norbury/shrimp-shack-streatham/,"Shrimp, Seafood Boil, Crab, Lobster","Seafood boil, Fresh shrimp",N/A,N/A,N/A,Yes,No,No,Active,LOW
Sông Quê Café,Vietnamese restaurant,Seafood restaurant,+44 20 7613 3222,http://www.songque.co.uk/,https://maps.google.com/maps?q=Song+Que+Cafe+Kingsland+Road+Hackney+London,4.6,3950,££,"Mon–Fri: 12–3 PM, 5:30–11 PM | Sat: 12–11 PM | Sun: 12–10:30 PM",Iconic Vietnamese restaurant on Kingsland Road serving fresh seafood and traditional dishes.,"Dine-in, Delivery (Deliveroo)",Yes,N/A,N/A,N/A,"134 Kingsland Rd, London E2 8DY",Bethnal Green / Hoxton,Tower Hamlets,E2 8DY,E2,51.5308009,-0.0768562,/seafood-restaurants/tower-hamlets/bethnal-green-hoxton/sng-qu-caf/,"Vietnamese Seafood, Fish, Crab, Prawn","Hot pots, Vietnamese seafood dishes, Salt & pepper squid",N/A,N/A,https://deliveroo.co.uk/menu/london/haggerston/song-que-cafe,Yes,No,Yes,Active,LOW
Faber Wine & Seafood Restaurant,Seafood restaurant,"Wine bar, European restaurant",+44 20 8161 9800,https://www.faberrestaurants.co.uk/,https://maps.google.com/maps?q=Faber+Wine+Seafood+Restaurant+Hammersmith+London,4.8,844,£££,Mon–Sat: 12–11 PM | Sun: 12–10 PM,Wine and seafood restaurant on Hammersmith Road. LGBTQ+ friendly.,"Dine-in, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"Welbeck Mansions, 206-208 Hammersmith Rd, London W6 7DH",Hammersmith,Hammersmith and Fulham,W6 7DH,W6,51.4932409,-0.2226163,/seafood-restaurants/hammersmith-and-fulham/hammersmith/faber-wine-seafood-restaurant/,"Seafood, Wine Bar, European, Fish","Fresh seafood, Fish dishes",N/A,https://faberrestaurants.co.uk/sample-menu/,N/A,Yes,No,No,Active,LOW
Fishers,Seafood restaurant,"Fish and seafood restaurant, British restaurant",+44 20 7371 5555,http://www.fisherslondon.co.uk/,https://maps.google.com/maps?q=Fishers+Restaurant+Fulham+London,4.8,2643,££,Mon–Sun: 12–10 PM,Seafood restaurant on Fulham High Street serving fresh fish and seafood.,"Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"19 Fulham High St, London SW6 3JH",Fulham,Hammersmith and Fulham,SW6 3JH,SW6,51.470954,-0.210788,/seafood-restaurants/hammersmith-and-fulham/fulham/fishers/,"Seafood, Fish, British Seafood","Fresh fish, Seafood dishes",https://fisherslondon.co.uk/reservations/,https://fisherslondon.co.uk/main-menu/,N/A,Yes,Yes,No,Active,LOW
Kennedy's Fulham,Fish & chips shop,Seafood restaurant,+44 20 3859 7319,http://www.kennedyslondon.co.uk/,https://maps.google.com/maps?q=Kennedys+Fulham+Road+London,4.7,785,££,Mon–Sat: 8 AM–10 PM | Sun: 9 AM–9 PM,Kennedy's fish & chips restaurant on Fulham Road. LGBTQ+ friendly.,"Dine-in, Takeaway, Delivery, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"609-611, Fulham Rd., London SW6 5UA",Fulham,Hammersmith and Fulham,SW6 5UA,SW6,51.4801909,-0.1980612,/seafood-restaurants/hammersmith-and-fulham/fulham/kennedys-fulham/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,Yes,No,No,Active,LOW
Kennedy's of Goswell Road,Fish & chips shop,Seafood restaurant,+44 20 7490 2089,http://www.kennedyslondon.co.uk/,https://maps.google.com/maps?q=Kennedys+Goswell+Road+London+EC1,4.4,1507,££,Mon–Sat: 11 AM–10 PM | Sun: 12–9 PM,Kennedy's fish & chips restaurant on Goswell Road in Clerkenwell. LGBTQ+ friendly.,"Dine-in, Takeaway, Delivery, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"184-186 Goswell Rd., London EC1V 7DT",Clerkenwell,Islington,EC1V 7DT,EC1V,51.5262473,-0.0997839,/seafood-restaurants/islington/clerkenwell/kennedys-of-goswell-road/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,Yes,No,No,Active,LOW
Sam's Riverside,Seafood restaurant,"British restaurant, European restaurant",+44 20 8237 1020,http://www.samsriverside.co.uk/,https://maps.google.com/maps?q=Sams+Riverside+Hammersmith+London,4.7,1414,£££,"Mon–Sat: 12–9:30 PM | Sun: 12–3:45 PM, 5–8 PM","Riverside seafood and European restaurant at Riverside Studios, Hammersmith.","Dine-in, Reservations",Yes,N/A,N/A,N/A,"1 Crisp Rd, London W6 9DN",Hammersmith,Hammersmith and Fulham,W6 9DN,W6,51.488237,-0.2279886,/seafood-restaurants/hammersmith-and-fulham/hammersmith/sams-riverside/,"Seafood, European, British, Fish","Fresh fish, Seafood dishes, Riverside dining",https://www.samsriverside.co.uk/reservations,https://www.samsriverside.co.uk/menu/food,N/A,Yes,Yes,No,Active,LOW
THE FAT CRAB STRATFORD,Seafood restaurant,Crab house,+44 20 3093 2598,https://www.thefatcrab.com/,https://maps.google.com/maps?q=Fat+Crab+Stratford+London+E20,4.2,202,£££,Mon: Closed | Tue–Thu: 4–10:30 PM | Fri–Sat: 1–10:30 PM | Sun: 1–10 PM,"Crab and seafood restaurant in East Village, Stratford Olympic Park.","Dine-in, Reservations",Yes,N/A,N/A,N/A,"36-39 Victory Parade, East Village, London E20 1FS",Stratford / Olympic Park,Newham,E20 1FS,E20,51.5484881,-0.0091368,/seafood-restaurants/newham/stratford-olympic-park/the-fat-crab-stratford/,"Crab, Seafood, Shellfish","Crab dishes, Seafood",https://eatapp.co/reserve/the-fat-crab-stratford-36-39-victory-parade,N/A,N/A,Yes,Yes,No,Active,LOW
KYR KITCHEN,Seafood restaurant,Caribbean restaurant,+44 7535 959053,http://www.kyrkitchen.com/,https://maps.google.com/maps?q=KYR+Kitchen+Canning+Town+London+E16,4.0,163,£££,Mon–Tue: 5–10 PM | Wed: 5–10 PM | Thu: 4–11 PM | Fri–Sat: 3–11 PM | Sun: 3–10 PM,"Caribbean-inspired seafood kitchen in Canning Town, East London.","Dine-in, Takeaway, Delivery",Yes,N/A,N/A,N/A,"34 Fife Rd, London E16 1QB",Canning Town,Newham,E16 1QB,E16,51.5157244,0.0184097,/seafood-restaurants/newham/canning-town/kyr-kitchen/,"Caribbean Seafood, Fish, Grilled Fish",Caribbean seafood dishes,N/A,https://www.kyrkitchen.com/menu-1,N/A,Yes,No,No,Active,LOW
Brunsy Seafood Bar,Seafood restaurant,"Fish store, Seafood market",N/A,N/A,https://maps.google.com/maps?q=Brunsy+Seafood+Bar+Plaistow+London+E13,4.6,29,£,Mon–Wed: Closed | Thu: 11 AM–5 PM | Fri–Sat: 11 AM–6 PM | Sun: 11 AM–3 PM,"Local seafood bar on High Street in Plaistow, Newham.","Dine-in, Takeaway",No,N/A,N/A,N/A,"High St, London E13 0AD",Plaistow,Newham,E13 0AD,E13,51.5301059,0.0227797,/seafood-restaurants/newham/plaistow/brunsy-seafood-bar/,"Seafood, Fresh Fish",Fresh seafood,N/A,N/A,N/A,No,No,No,Active,HIGH
Seafood Parlour,Seafood restaurant,Seafood boil restaurant,+44 7397 036177,N/A,https://maps.google.com/maps?q=Seafood+Parlour+Peckham+London+SE15,5.0,9,££,Wed–Sun: Opens 4 PM (see Instagram for details),"Seafood parlour in Peckham, South London.","Dine-in, Delivery",Yes,N/A,N/A,N/A,"Springall St, London SE15 2TY",Peckham,Southwark,SE15 2TY,SE15,51.4775617,-0.0600588,/seafood-restaurants/southwark/peckham/seafood-parlour/,"Seafood, Fresh Fish",Seafood dishes,N/A,N/A,N/A,No,No,No,Active,HIGH
Blue Nile South,Seafood restaurant,West African restaurant,+44 20 3859 0346,https://bluenilesouth.co.uk/,https://maps.google.com/maps?q=Blue+Nile+South+Peckham+London+SE15,4.3,67,££,Mon–Sun: 11 AM–11 PM,West African and seafood restaurant in Peckham Village Market. LGBTQ+ friendly.,"Dine-in, Delivery",Yes,N/A,N/A,N/A,"25 Meeting House Ln, London SE15 2UN",Peckham,Southwark,SE15 2UN,SE15,51.4768139,-0.0601638,/seafood-restaurants/southwark/peckham/blue-nile-south/,"West African Seafood, Fish, Seafood","West African fish dishes, Seafood",N/A,https://www.ritual.co/order/blue-nile-peckham-klang-river-london/d443,N/A,Yes,No,No,Active,LOW
The Seabream Fish Bar,Fish & chips shop,Seafood restaurant,+44 20 8303 0686,N/A,https://maps.google.com/maps?q=Seabream+Fish+Bar+Sidcup+Bexley+London,4.7,339,£,"Mon, Sun: Closed | Tue–Sat: 11:30 AM–9 PM","Popular fish bar in Sidcup, Bexley. Very highly rated.","Dine-in, Takeaway",Yes,N/A,N/A,N/A,"262 Sherwood Park Ave, Sidcup DA15 9JN",Sidcup,Bexley,DA15 9JN,DA15,51.4474892,0.1179916,/seafood-restaurants/bexley/sidcup/the-seabream-fish-bar/,"Fish & Chips, Seafood",Fish & Chips,N/A,N/A,N/A,No,No,No,Active,MEDIUM
Fish Union Bar & Grill,Seafood restaurant,Fish and seafood restaurant,+44 20 3325 1462,http://www.fishunion.co.uk/,https://maps.google.com/maps?q=Fish+Union+Bar+Grill+Chislehurst+Bromley,4.7,176,£££,Mon: Closed | Tue–Sat: 12–10 PM | Sun: 12–6 PM,"Seafood bar and grill in Chislehurst, Bromley.","Dine-in, Reservations",Yes,N/A,N/A,N/A,"6 Royal Parade, Chislehurst BR7 6NN",Chislehurst,Bromley,BR7 6NN,BR7,51.4117473,0.0750916,/seafood-restaurants/bromley/chislehurst/fish-union-bar-grill/,"Seafood, Fish, Grilled Fish","Fresh fish, Seafood dishes",https://www.opentable.co.uk/restaurant/profile/292653,https://fishunion.co.uk/menus/,N/A,Yes,Yes,No,Active,LOW
The Perfect Crab Shack,Seafood restaurant,Crab house,+44 7393 943790,http://www.theperfectcrabshack.co.uk/,https://maps.google.com/maps?q=Perfect+Crab+Shack+Belvedere+Bexley,5.0,12,N/A,Mon-Wed: Closed | Thu-Sun: 10 AM–4 PM,"Perfect crab shack pop-up at The Eardley Arms pub in Belvedere, Bexley.","Dine-in, Takeaway",Yes,N/A,N/A,N/A,"The Eardley Arms, 44 Woolwich Rd, Belvedere DA17 5EN",Belvedere,Bexley,DA17 5EN,DA17,51.4841543,0.14296,/seafood-restaurants/bexley/belvedere/the-perfect-crab-shack/,"Crab, Seafood",Crab dishes,N/A,N/A,N/A,Yes,No,No,Active,MEDIUM
Seafoods,Fish & chips shop,Seafood restaurant,+44 20 8303 8015,http://www.sea-foods.shop/,https://maps.google.com/maps?q=Seafoods+Bexleyheath+DA7,4.8,173,£,Mon: Closed | Tue-Sat: 9 AM–5 PM | Sun: 9:30 AM–3 PM,Highly rated fish and seafood shop in Bexleyheath.,"Dine-in, Takeaway",Yes,N/A,N/A,N/A,"139 Long Ln, Bexleyheath DA7 5AH",Bexleyheath,Bexley,DA7 5AH,DA7,51.4656105,0.1463288,/seafood-restaurants/bexley/bexleyheath/seafoods/,"Fish & Chips, Seafood, Fresh Fish","Fresh seafood, Fish",N/A,N/A,N/A,Yes,No,No,Active,LOW
Dragon Castle,Chinese restaurant,"Seafood restaurant, Dim sum restaurant",+44 20 7277 3388,http://www.dragoncastlelondon.com/,https://maps.google.com/maps?q=Dragon+Castle+Walworth+London+SE17,4.0,1120,££,Mon-Fri: 8 AM–11 PM | Sat-Sun: 9 AM–11 PM,"Chinese seafood and dim sum restaurant in Walworth, South London.","Dine-in, Delivery, Reservations",Yes,N/A,N/A,N/A,"100 Walworth Rd, London SE17 1JL",Walworth,Southwark,SE17 1JL,SE17,51.492001,-0.0984786,/seafood-restaurants/southwark/walworth/dragon-castle/,"Chinese Seafood, Dim Sum, Fish, Crab, Lobster","Dim sum, Fresh seafood, Cantonese fish dishes",N/A,https://www.dragoncastlelondon.com/menus,N/A,Yes,No,No,Active,LOW
A Cena,Italian restaurant,Seafood restaurant,+44 7703 345330,http://acena.co.uk/,https://maps.google.com/maps?q=A+Cena+Italian+Seafood+Twickenham+Richmond,4.5,315,£££,"Mon-Tue: Closed | Wed-Thu: 5:45–10 PM | Fri-Sat: 12–2 PM, 5:45–10 PM | Sun: Closed","Italian seafood restaurant in East Twickenham, Richmond upon Thames.","Dine-in, Reservations",Yes,N/A,N/A,N/A,"418 Richmond Rd, East Twickenham, Twickenham TW1 2EB",Twickenham,Richmond upon Thames,TW1 2EB,TW1,51.4561982,-0.3087224,/seafood-restaurants/richmond-upon-thames/twickenham/a-cena/,"Italian Seafood, Fish, Pasta","Fresh seafood, Italian fish dishes",N/A,N/A,N/A,Yes,No,No,Active,LOW
Capricho,Portuguese restaurant,Seafood restaurant,+44 20 8215 2592,http://www.caprichoportuguesekitchen.co.uk/,https://maps.google.com/maps?q=Capricho+Portuguese+Kitchen+Ilford+London,4.7,848,£££,Mon-Tue: Closed | Wed-Thu: 6–9:30 PM | Fri: 6–10:30 PM | Sat: 4–10:30 PM | Sun: 1–7 PM,Portuguese kitchen with strong seafood focus in Ilford. LGBTQ+ friendly.,"Dine-in, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"Unit 1, 2a Fencepiece Rd, Ilford IG6 2JU",Hainault / Barkingside,Redbridge,IG6 2JU,IG6,51.5949908,0.0845159,/seafood-restaurants/redbridge/hainault-barkingside/capricho/,"Portuguese Seafood, Fish, Bacalhau, Seafood Dishes","Bacalhau, Portuguese fish dishes, Seafood platters",https://thefork.co.uk/restaurant/capricho-portuguese-kitchen-r821854,https://www.caprichoportuguesekitchen.co.uk/menu,N/A,Yes,Yes,No,Active,LOW
Galvin La Chapelle,French restaurant,"Seafood restaurant, Fine dining",+44 20 7299 0400,https://galvinrestaurants.com/galvin-la-chapelle/,https://maps.google.com/maps?q=Galvin+La+Chapelle+Spitalfields+London+E1,4.6,3033,££££,"Mon: 12–2 PM, 5:30–9 PM | Tue-Thu: 12–2 PM, 5:30–9:15 PM | Fri: 12–2:15 PM, 5:30–9:30 PM | Sat: 11:45 AM–2:30 PM, 6–9:30 PM | Sun: 11:45 AM–3 PM, 6–9 PM",Michelin-starred French restaurant in a stunning former Victorian chapel in Spitalfields. Strong seafood menu. LGBTQ+ friendly.,"Dine-in, Reservations, LGBTQ+ friendly",Yes,N/A,N/A,N/A,"35 Spital Square, London E1 6DY",Whitechapel / Spitalfields,Tower Hamlets,E1 6DY,E1,51.5202204,-0.0781198,/seafood-restaurants/tower-hamlets/whitechapel-spitalfields/galvin-la-chapelle/,"French Seafood, Fish, Fine Dining, Lobster, Oysters","Lobster, Fresh fish, French seafood dishes",N/A,https://galvinrestaurants.com/michelin-french-restaurant-city-london-galvin-la-chapelle/menus/,N/A,Yes,No,No,Active,LOW
